scenario,policy,seed,weighted_completed_value,weighted_goodput,weighted_goodput_rate,weighted_goodput_ratio,sla_success_ratio,completion_ratio,p95_latency,avg_latency,avg_ready_wait,rejected,dropped,admitted,arrived,steps
trace_driven,random,20310719,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,10.126545906066895,10.126545906066895,0.9014158248901367,13.0,4.0,5.0,18.0,18.0
trace_driven,edf,20310719,4.2,4.2,0.22821722963771704,0.058823529411764705,0.05555555555555555,0.16666666666666666,10.371432495117187,9.31798267364502,0.6555964350700378,13.0,2.0,5.0,18.0,21.0
trace_driven,online_greedy,20310719,4.2,4.2,0.22821722963771704,0.058823529411764705,0.05555555555555555,0.16666666666666666,10.371432495117187,9.31798267364502,0.6555964350700378,13.0,2.0,5.0,18.0,21.0
trace_driven,dag_oracle_greedy,20310719,4.2,4.2,0.2263023337467443,0.058823529411764705,0.05555555555555555,0.1111111111111111,9.508239269256592,8.605879783630371,0.47730690240859985,13.0,3.0,5.0,18.0,17.0
trace_driven,vanilla_a2c,20310719,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,9.621818542480469,9.621818542480469,0.6775237917900085,13.0,4.0,5.0,18.0,23.0
trace_driven,wpr_no_progress,20310719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,18.0,28.0
trace_driven,wpr_no_demand,20310719,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,9.078454971313477,9.078454971313477,0.3763498067855835,13.0,4.0,5.0,18.0,17.0
trace_driven,wpr_no_residency,20310719,4.2,4.2,0.22507739023109471,0.058823529411764705,0.05555555555555555,0.05555555555555555,8.08491039276123,8.08491039276123,0.44156378507614136,13.0,4.0,5.0,18.0,20.0
trace_driven,wpr_no_shaping,20310719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,18.0,29.0
trace_driven,wpr_a2c,20310719,4.2,4.2,0.23484654571236074,0.058823529411764705,0.05555555555555555,0.05555555555555555,8.10925579071045,8.10925579071045,0.29938334226608276,13.0,4.0,5.0,18.0,18.0
trace_driven,random,20310819,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,9.705948162078858,9.506651878356934,0.95329949259758,13.0,3.0,5.0,18.0,23.0
trace_driven,edf,20310819,4.2,4.2,0.23798133705948726,0.058823529411764705,0.05555555555555555,0.1111111111111111,10.655979990959167,9.103808164596558,0.4264679253101349,13.0,3.0,5.0,18.0,23.0
trace_driven,online_greedy,20310819,4.2,4.2,0.23798133705948726,0.058823529411764705,0.05555555555555555,0.1111111111111111,10.655979990959167,9.103808164596558,0.4264679253101349,13.0,3.0,5.0,18.0,23.0
trace_driven,dag_oracle_greedy,20310819,4.2,4.2,0.25730578321860564,0.058823529411764705,0.05555555555555555,0.1111111111111111,9.32825210094452,8.496503591537476,0.4259837865829468,13.0,3.0,5.0,18.0,17.0
trace_driven,vanilla_a2c,20310819,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,9.750602722167969,9.750602722167969,0.7121893763542175,13.0,4.0,5.0,18.0,22.0
trace_driven,wpr_no_progress,20310819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,18.0,28.0
trace_driven,wpr_no_demand,20310819,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,8.799199104309082,8.799199104309082,0.35585248470306396,13.0,4.0,5.0,18.0,16.0
trace_driven,wpr_no_residency,20310819,4.2,4.2,0.2258168514518246,0.058823529411764705,0.05555555555555555,0.05555555555555555,8.567272186279297,8.567272186279297,0.5382955074310303,13.0,4.0,5.0,18.0,17.0
trace_driven,wpr_no_shaping,20310819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,18.0,29.0
trace_driven,wpr_a2c,20310819,4.2,4.2,0.21784223437930422,0.058823529411764705,0.05555555555555555,0.05555555555555555,8.035608291625977,8.035608291625977,0.2834407687187195,13.0,4.0,5.0,18.0,23.0
